student_id,name,gender,class,section,school,zone,district,state,phone,address,attendance,math_score,science_score,language_score,meal_participation,distance_km,sibling_dropout,family_income,parent_education,engagement_score,dropout_reason,dropout_risk,location_type
358,Kamala,Female,7,A,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-64675-20369,"42, Rasipuram Nagar",52,56,46,70,no,7.8,no,medium,primary,86,None reported,0,Village
359,Dinesh,Male,8,C,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-83800-86928,"134, Palayamkottai Colony",49,67,59,78,no,5.0,no,medium,secondary,72,None reported,0,City
360,Deepika,Female,7,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-70938-62041,"27, Tiruvallur Town Main Road",62,56,45,82,yes,11.3,no,medium,secondary,67,None reported,0,Village
361,Selvam,Male,10,A,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-65525-95830,"239, Adyar Colony",97,56,43,38,yes,12.0,yes,medium,primary,39,None reported,0,Village
362,Lavanya,Female,7,C,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-81312-72410,"120, Palayamkottai Avenue",34,53,56,30,yes,6.6,yes,low,none,70,Seasonal migration,1,Village
363,Kowsalya,Female,9,A,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-88506-78610,"164, Tindivanam Avenue",66,64,86,79,no,5.8,no,medium,primary,63,None reported,0,City
364,Yamuna,Female,9,C,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-60006-78592,"209, Madurai East Cross Street",64,26,49,64,yes,4.7,no,medium,primary,56,None reported,0,Village
365,Sangeetha,Female,9,C,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-79196-88250,"60, Thiruvanmiyur Main Road",72,63,55,55,yes,9.2,no,medium,primary,69,None reported,0,Village
366,Janani,Female,9,C,GHSS Kumbakonam,Central Zone,Thanjavur,Tamil Nadu,+91-65191-65343,"161, Kumbakonam Cross Street",69,33,75,57,yes,9.0,no,low,none,61,Health issues,1,Village
367,Sangeetha,Female,10,B,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-77834-91625,"126, Thanjavur Cross Street",72,56,67,62,yes,2.1,yes,low,none,51,Family relocation,1,Village
368,Priya,Female,7,A,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-75257-21822,"39, Salem Town Main Road",72,35,56,60,yes,3.7,yes,low,graduate,60,Economic hardship,1,Village
369,Keerthi,Female,8,B,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-65257-29148,"15, Thoothukudi Nagar",76,31,52,69,yes,4.8,no,medium,primary,72,None reported,0,City
370,Anitha,Female,10,B,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-85218-68059,"64, Tambaram Main Road",52,79,40,77,yes,9.9,no,low,secondary,69,Low academic confidence,1,City
371,Bala,Male,6,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-62764-82034,"134, Chidambaram Main Road",64,93,38,80,yes,8.3,no,high,primary,81,None reported,0,City
372,Saranya,Female,8,A,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-81267-11974,"43, Trichy Fort Nagar",62,86,54,69,yes,3.0,yes,high,graduate,70,None reported,0,City
373,Ramesh,Male,7,A,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-76300-30669,"128, Velachery Main Road",66,72,69,34,yes,8.4,yes,medium,secondary,82,None reported,0,City
374,Vasuki,Female,6,A,GHSS Sivakasi,South Zone,Virudhunagar,Tamil Nadu,+91-82761-67503,"188, Sivakasi Cross Street",44,76,74,45,yes,9.6,yes,medium,secondary,58,Lack of interest,1,City
375,Tamil,Male,9,B,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-72437-84278,"48, Ariyalur Avenue",51,53,49,74,yes,6.1,no,low,graduate,82,Family relocation,1,Village
376,Uma,Female,9,B,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-77258-80989,"94, Tirupur Colony",93,50,54,38,yes,1.3,yes,high,primary,55,None reported,0,City
377,Bharath,Male,10,B,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-64151-96283,"138, Ariyalur Colony",77,82,30,49,yes,10.4,no,low,none,60,None reported,0,City
378,Vignesh,Male,9,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-62868-27009,"46, Kancheepuram Main Road",73,43,62,55,yes,7.9,yes,medium,primary,64,Long travel distance,1,Village
379,Rahul,Male,9,A,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-98685-43546,"13, Avadi Nagar",80,60,50,62,yes,5.0,no,low,secondary,65,None reported,0,Village
380,Karthi,Male,6,A,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-83653-83140,"191, Chengalpattu Town Colony",68,57,86,74,yes,10.1,no,medium,graduate,63,None reported,0,Village
381,Vaishali,Female,6,C,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-94044-22729,"26, Tirunelveli Town Cross Street",79,51,75,68,yes,10.1,yes,medium,secondary,63,None reported,0,City
382,Janani,Female,7,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-66914-93705,"148, Chidambaram Nagar",78,31,38,45,yes,2.6,no,low,secondary,68,None reported,0,Village
383,Kalpana,Female,9,A,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-99316-68066,"239, Sriperumbudur Nagar",99,100,70,73,yes,6.3,no,medium,primary,42,None reported,0,Village
384,Kowsalya,Female,8,B,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-74019-59160,"197, Thanjavur Avenue",65,47,48,62,yes,8.8,no,medium,primary,60,None reported,0,City
385,Bhavani,Female,9,B,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-60430-49365,"57, Thillai Nagar Cross Street",32,65,32,62,yes,3.8,yes,low,none,89,Health issues,1,City
386,Priya,Female,8,C,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-77366-58114,"228, Gandhipuram Avenue",59,15,53,82,yes,2.3,yes,medium,graduate,94,Household responsibilities,1,City
387,Naveen,Male,8,B,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-91623-32662,"125, Guindy Avenue",54,69,50,63,yes,3.0,yes,medium,primary,100,None reported,0,City
388,Karthi,Male,8,A,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-88462-64594,"239, Ariyalur Main Road",51,66,67,82,yes,9.5,no,medium,primary,68,None reported,0,Village
389,Gokul,Male,10,A,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-69802-52838,"129, Rasipuram Cross Street",77,53,63,59,yes,4.0,yes,medium,primary,75,None reported,0,Village
390,Suresh,Male,9,B,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-82031-20819,"122, Tirupur Avenue",63,64,55,80,yes,5.5,no,medium,none,63,None reported,0,Village
391,Saravanan,Male,9,B,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-91972-61815,"167, Guindy Avenue",41,79,39,51,yes,8.5,no,low,primary,55,Low academic confidence,1,Village
392,Saravanan,Male,10,C,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-67374-98047,"106, Singanallur Colony",83,14,100,75,no,9.4,no,low,none,64,Long travel distance,1,City
393,Yamuna,Female,7,B,GHSS Sivakasi,South Zone,Virudhunagar,Tamil Nadu,+91-88980-91681,"38, Sivakasi Colony",72,66,67,75,yes,4.0,no,medium,none,74,None reported,0,Village
394,Vasanth,Male,7,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-69678-47707,"4, Villupuram Nagar",64,49,48,55,yes,10.3,yes,low,secondary,76,Peer influence,1,Village
395,Ashwin,Male,9,B,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-95966-73311,"160, Adyar Cross Street",80,10,68,67,yes,2.9,no,low,secondary,66,None reported,0,City
396,Mohan,Male,10,C,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-63478-70943,"168, Singanallur Main Road",61,76,70,49,yes,3.8,no,low,none,69,None reported,0,City
397,Mohan,Male,8,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-93327-23055,"232, Chidambaram Nagar",52,31,43,75,yes,3.9,no,low,none,76,Early work pressure,1,Village
398,Abinaya,Female,10,A,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-94695-49967,"86, Tambaram Colony",75,70,63,51,yes,6.9,no,low,graduate,70,None reported,0,City
399,Tamilselvi,Female,7,A,GHSS Sivakasi,South Zone,Virudhunagar,Tamil Nadu,+91-78079-18127,"161, Sivakasi Nagar",90,78,82,79,no,4.0,no,medium,primary,74,None reported,0,Village
400,Priya,Female,10,B,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-74904-64700,"62, Madurai East Avenue",79,52,36,56,yes,8.1,yes,low,graduate,50,Peer influence,1,City
401,Vikram,Male,8,C,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-69051-50501,"177, Virudhunagar Avenue",52,50,38,54,yes,8.0,no,low,none,34,Low academic confidence,1,City
402,Vikram,Male,7,C,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-80814-29073,"187, Erode Main Road",77,61,45,76,yes,6.9,no,high,primary,80,None reported,0,City
403,Eswari,Female,9,B,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-66997-27241,"48, Pudukkottai Main Road",49,48,46,50,yes,7.8,no,medium,secondary,79,Low academic confidence,1,Village
404,Abinaya,Female,10,C,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-92920-89260,"121, Madurai East Nagar",65,52,20,72,yes,0.8,yes,medium,none,46,Household responsibilities,1,Village
405,Nandha,Male,9,B,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-87069-39170,"191, Sirkazhi Cross Street",67,61,77,40,yes,0.9,no,low,none,21,Health issues,1,City
406,Ajay,Male,7,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-62741-89682,"189, Namakkal Colony",71,90,76,65,yes,5.8,yes,medium,primary,57,None reported,0,Village
407,Durga,Female,10,C,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-89596-69886,"212, Erode Main Road",86,44,67,73,yes,10.6,no,medium,primary,82,None reported,0,City
408,Vignesh,Male,10,B,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-86085-49918,"199, Velachery Nagar",100,64,47,62,yes,7.8,yes,medium,primary,39,None reported,0,Village
409,Deepika,Female,9,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-65927-75622,"29, Namakkal Cross Street",63,54,50,68,yes,10.9,no,high,secondary,56,None reported,0,City
410,Ramesh,Male,9,B,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-65910-42778,"83, Pudukkottai Cross Street",84,57,54,56,no,10.8,no,low,primary,66,None reported,0,City
411,Vijay,Male,6,C,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-70479-59634,"141, Pudukkottai Colony",81,42,44,57,no,8.6,no,medium,none,45,Peer influence,1,City
412,Bharath,Male,7,B,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-63362-64995,"79, Erode Nagar",60,52,73,69,yes,2.4,yes,high,graduate,69,None reported,0,City
413,Sangeetha,Female,7,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-95618-10753,"156, Tiruvallur Town Colony",76,51,58,57,yes,9.3,yes,high,none,65,Family relocation,1,Village
414,Harish,Male,10,C,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-96539-37215,"13, Sirkazhi Cross Street",60,13,53,85,no,7.4,yes,medium,primary,77,Health issues,1,Village
415,Suresh,Male,8,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-63213-24272,"107, Kancheepuram Cross Street",88,84,60,68,no,10.1,no,high,secondary,58,None reported,0,Village
416,Prabhu,Male,8,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-97943-57210,"239, Chidambaram Main Road",64,68,76,60,yes,9.6,yes,medium,primary,58,None reported,0,Village
417,Bharath,Male,8,B,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-90855-27635,"32, Trichy Fort Nagar",74,72,34,28,yes,9.2,no,high,secondary,59,None reported,0,Village
418,Swetha,Female,9,C,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-65745-73394,"186, Chengalpattu Town Avenue",59,55,59,60,yes,1.8,no,medium,secondary,90,None reported,0,Village
419,Gowri,Female,10,B,GHSS Thirumangalam,South Zone,Madurai,Tamil Nadu,+91-94059-92818,"128, Thirumangalam Colony",77,66,69,46,yes,4.6,yes,medium,graduate,81,None reported,0,City
420,Shankar,Male,7,C,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-73587-90649,"107, Palayamkottai Colony",71,73,40,40,yes,0.8,no,high,none,78,None reported,0,City
421,Gopal,Male,8,C,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-93206-82088,"83, Rasipuram Main Road",73,40,40,80,yes,8.4,no,low,secondary,47,Health issues,1,Village
422,Prabhu,Male,8,B,GHSS Thillai Nagar,Central Zone,Trichy,Tamil Nadu,+91-82147-98142,"123, Thillai Nagar Colony",97,44,69,59,yes,0.8,yes,medium,secondary,75,None reported,0,Village
423,Balaji,Male,7,B,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-87128-17342,"214, Kancheepuram Avenue",65,58,59,49,yes,6.7,no,medium,graduate,77,None reported,0,City
424,Hema,Female,8,C,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-64339-29569,"72, Salem Town Main Road",64,56,40,23,yes,4.3,no,low,primary,63,None reported,0,City
425,Chitra,Female,10,A,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-80611-14145,"70, Erode Colony",100,75,58,60,yes,1.8,no,medium,none,67,None reported,0,City
426,Murugan,Male,7,B,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-73244-22137,"114, Pudukkottai Avenue",77,36,74,74,yes,6.5,yes,medium,primary,74,Economic hardship,1,Village
427,Aravind,Male,9,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-69390-22878,"211, Kancheepuram Avenue",74,57,66,71,yes,8.9,no,low,graduate,59,None reported,0,City
428,Harish,Male,6,B,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-98947-21413,"86, Srirangam Colony",69,66,88,48,yes,0.5,no,medium,primary,49,None reported,0,Village
429,Rahul,Male,10,C,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-78130-79766,"82, Thoothukudi Colony",65,53,54,62,yes,7.8,yes,low,secondary,57,Health issues,1,Village
430,Sathish,Male,7,A,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-80872-45527,"37, Tirunelveli Town Nagar",85,24,37,57,yes,6.9,yes,low,graduate,37,Lack of interest,1,City
431,Arjun,Male,6,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-63306-23884,"99, Namakkal Main Road",70,90,58,68,no,1.1,yes,high,primary,49,None reported,0,City
432,Vikram,Male,9,A,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-80476-53559,"210, Perambalur Cross Street",64,55,53,86,yes,10.1,no,medium,primary,75,None reported,0,Village
433,Nishanth,Male,9,C,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-90837-40368,"58, Tiruvallur Town Cross Street",46,57,59,77,yes,8.5,yes,low,secondary,83,Family relocation,1,City
434,Bhavani,Female,9,A,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-91151-24796,"90, Tindivanam Colony",58,47,37,61,yes,10.4,no,high,primary,74,Long travel distance,1,Village
435,Deepika,Female,8,B,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-96447-95124,"19, Tirupur Nagar",88,60,53,68,yes,5.2,no,medium,primary,55,None reported,0,Village
436,Durga,Female,10,B,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-98729-66511,"201, Madurai West Colony",100,32,62,97,yes,11.7,no,medium,primary,67,None reported,0,City
437,Maha,Female,7,A,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-99064-70674,"84, Chidambaram Avenue",71,55,56,87,yes,8.7,no,medium,secondary,36,None reported,0,Village
438,Vasanth,Male,9,A,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-84832-52914,"127, Thoothukudi Main Road",96,35,53,58,yes,1.8,no,high,none,75,None reported,0,City
439,Harish,Male,7,C,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-97875-68610,"51, Rasipuram Cross Street",50,70,93,43,yes,8.1,no,medium,secondary,70,None reported,0,Village
440,Thulasi,Female,10,C,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-98189-11064,"157, Thoothukudi Avenue",64,69,59,55,no,8.8,no,high,graduate,74,None reported,0,City
441,Kavya,Female,8,A,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-67189-46989,"222, Trichy Fort Main Road",100,61,74,47,no,0.5,no,high,graduate,56,None reported,0,Village
442,Vikram,Male,10,B,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-91121-28228,"49, Rasipuram Avenue",79,86,63,59,yes,4.9,no,low,primary,66,None reported,0,City
443,Bhavani,Female,9,A,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-91896-96235,"112, Palayamkottai Cross Street",54,71,73,57,yes,2.0,yes,high,secondary,60,None reported,0,Village
444,Karthik,Male,9,B,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-89494-60425,"91, Tindivanam Cross Street",81,57,60,100,yes,2.6,no,medium,primary,66,None reported,0,Village
445,Vikram,Male,10,A,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-97771-58099,"9, Erode Main Road",68,50,71,62,no,8.7,no,medium,secondary,58,None reported,0,Village
446,Vaishali,Female,8,A,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-78312-70940,"133, Gobichettipalayam Main Road",97,90,51,38,no,2.1,no,medium,secondary,84,None reported,0,Village
447,Prasad,Male,9,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-82514-80127,"200, Chidambaram Main Road",58,72,22,76,yes,7.8,no,high,none,47,Economic hardship,1,City
448,Kamala,Female,10,B,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-62315-88333,"192, Erode Nagar",84,62,42,59,yes,11.5,no,medium,primary,77,None reported,0,City
449,Lakshmi,Female,9,C,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-91769-20814,"33, Sriperumbudur Avenue",79,75,95,42,yes,3.9,no,medium,secondary,92,None reported,0,Village
450,Nandha,Male,8,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-98782-29809,"169, Tiruvallur Town Colony",79,48,39,64,yes,3.5,no,medium,primary,82,None reported,0,Village
451,Gayathri,Female,8,C,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-69507-88059,"240, Madurai West Cross Street",72,89,34,65,yes,10.4,no,medium,secondary,50,None reported,0,Village
452,Vasuki,Female,9,B,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-63560-94182,"68, Madurai West Main Road",83,80,54,26,no,2.4,no,medium,secondary,72,None reported,0,Village
453,Arjun,Male,9,B,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-85563-72205,"68, Sirkazhi Cross Street",74,64,76,44,yes,9.2,no,low,secondary,73,None reported,0,Village
454,Meena,Female,8,B,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-88297-90017,"236, Srirangam Nagar",86,25,61,54,no,8.4,yes,medium,graduate,63,Seasonal migration,1,City
455,Revathi,Female,8,A,GHSS Thirumangalam,South Zone,Madurai,Tamil Nadu,+91-98582-35549,"134, Thirumangalam Nagar",79,53,47,66,yes,9.4,no,medium,primary,52,None reported,0,City
456,Dinesh,Male,10,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-74379-47132,"65, Villupuram Cross Street",46,65,31,69,yes,5.2,no,low,none,67,Seasonal migration,1,City
457,Arun,Male,10,A,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-65661-89257,"34, Madhavaram Colony",48,49,79,49,yes,10.1,no,high,secondary,61,Long travel distance,1,Village
458,Deepak,Male,7,B,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-87982-97500,"198, Palayamkottai Nagar",80,75,54,56,yes,7.8,no,medium,graduate,87,None reported,0,Village
459,Deepika,Female,6,B,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-88873-19096,"126, Madhavaram Cross Street",98,77,59,51,yes,1.2,no,low,primary,54,None reported,0,Village
460,Gayathri,Female,9,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-76973-23538,"9, Kancheepuram Main Road",76,65,79,73,yes,7.6,yes,medium,primary,43,None reported,0,City
461,Thirumurugan,Male,8,B,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-77461-29871,"180, Adyar Nagar",84,39,49,66,yes,7.9,no,high,none,92,None reported,0,Village
462,Hema,Female,6,C,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-64594-80795,"58, Perambalur Main Road",100,72,56,74,yes,5.5,no,high,primary,80,None reported,0,City
463,Kalpana,Female,9,A,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-65941-57887,"137, Erode Nagar",73,97,65,75,yes,4.3,no,medium,graduate,79,None reported,0,City
464,Logesh,Male,9,B,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-66997-92656,"177, Cuddalore Nagar",74,72,44,53,yes,11.6,no,low,primary,48,Early work pressure,1,Village
465,Pooja,Female,9,C,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-95425-94332,"79, Chromepet Colony",69,67,59,85,yes,8.8,no,low,none,60,Long travel distance,1,Village
466,Priya,Female,6,B,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-90039-98877,"223, Madhavaram Avenue",73,33,44,70,yes,5.2,yes,low,secondary,72,Lack of interest,1,Village
467,Gokul,Male,10,A,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-75904-95037,"34, Ambattur Main Road",58,51,25,53,no,8.0,no,low,none,73,Economic hardship,1,Village
468,Mani,Male,6,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-92580-87984,"205, Avadi Avenue",77,66,56,62,yes,7.3,no,medium,none,55,None reported,0,Village
469,Ajay,Male,7,B,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-97746-81550,"36, Virudhunagar Nagar",84,69,67,57,no,8.3,no,medium,graduate,37,None reported,0,Village
470,Nishanth,Male,6,C,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-96268-31627,"113, Tambaram Cross Street",83,47,39,72,yes,2.1,no,low,none,57,None reported,0,Village
471,Karthik,Male,6,C,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-98910-47189,"107, Namakkal Colony",73,60,59,34,yes,10.6,yes,low,none,74,Long travel distance,1,Village
472,Harish,Male,7,C,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-71796-75521,"157, Tirunelveli Town Main Road",77,55,61,37,yes,11.3,no,medium,primary,73,None reported,0,Village
473,Yamuna,Female,9,A,GHSS Attur,West Zone,Salem,Tamil Nadu,+91-93262-38740,"119, Attur Cross Street",42,24,22,73,yes,6.6,yes,low,none,49,Lack of interest,1,City
474,Lakshmi,Female,7,A,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-62825-17081,"166, Kancheepuram Nagar",92,48,26,44,yes,6.0,yes,medium,graduate,81,None reported,0,Village
475,Keerthi,Female,9,B,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-95216-33053,"41, Virudhunagar Main Road",66,47,58,70,yes,5.7,yes,medium,graduate,80,None reported,0,Village
476,Ranjani,Female,6,A,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-81344-40154,"200, Madurai West Main Road",94,54,35,58,yes,4.2,yes,medium,primary,70,None reported,0,City
477,Lavanya,Female,6,A,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-88564-28997,"56, Thanjavur Avenue",63,47,67,67,yes,3.0,no,high,primary,70,None reported,0,City
478,Gayathri,Female,9,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-62103-84536,"16, Tiruvallur Town Nagar",61,56,42,79,yes,4.6,no,medium,none,81,None reported,0,City
479,Deepak,Male,9,B,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-71136-85775,"142, Thanjavur Cross Street",40,40,29,51,no,10.7,no,low,primary,62,Peer influence,1,Village
480,Surya,Male,10,B,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-76164-42483,"84, Chengalpattu Town Colony",56,48,44,71,no,3.7,no,medium,secondary,70,None reported,0,Village
481,Dhanush,Male,7,C,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-94807-61684,"123, Thiruvanmiyur Main Road",52,56,42,54,yes,11.9,no,low,none,84,Early work pressure,1,City
482,Dhivya,Female,7,A,GHSS Attur,West Zone,Salem,Tamil Nadu,+91-65946-12087,"123, Attur Nagar",89,34,69,75,yes,5.2,yes,medium,secondary,48,Low academic confidence,1,Village
483,Kumaran,Male,9,C,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-84275-92157,"119, Gobichettipalayam Main Road",80,84,35,47,yes,9.4,no,low,primary,78,None reported,0,Village
484,Mohan,Male,8,C,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-65305-91324,"226, Velachery Nagar",72,66,60,68,yes,8.5,no,low,secondary,45,Low academic confidence,1,City
485,Senthil,Male,8,A,GHSS Ponneri,North Zone,Tiruvallur,Tamil Nadu,+91-64391-83499,"182, Ponneri Cross Street",87,81,53,63,yes,1.0,no,low,primary,44,None reported,0,Village
486,Gopal,Male,7,C,GHSS Ponneri,North Zone,Tiruvallur,Tamil Nadu,+91-74774-52003,"91, Ponneri Nagar",81,72,58,83,yes,9.2,no,medium,secondary,62,None reported,0,Village
487,Revathi,Female,6,A,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-79153-69241,"159, Trichy Fort Nagar",71,34,51,56,yes,6.6,yes,low,primary,64,Lack of interest,1,Village
488,Ganesh,Male,9,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-69696-75054,"39, Guindy Cross Street",52,46,62,49,yes,11.5,yes,low,none,35,Long travel distance,1,Village
489,Venkat,Male,9,C,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-72390-18250,"6, Salem Town Cross Street",100,86,37,76,yes,5.3,no,high,primary,60,None reported,0,City
490,Eswari,Female,10,B,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-89180-70031,"78, Cuddalore Avenue",77,67,55,53,no,7.3,no,medium,primary,57,None reported,0,Village
491,Kishore,Male,8,A,GHSS Thirumangalam,South Zone,Madurai,Tamil Nadu,+91-78637-69759,"43, Thirumangalam Avenue",58,45,56,52,yes,3.8,no,low,primary,75,None reported,0,Village
